# Version: 950e903b4e p-2024.9-push-30
# Command Line: cov-analyze --dir cov-int --security --concurrency --webapp-security
timer                                                                                     ms      calls
SMART_PTRS_SIDE_EFFECT_SOURCE                                                              0          1
NATIVE_PTR_USE_SINK                                                                        0          1
COMPARE_FLOATS_SINK                                                                        0          1
RETURN_FLOATS_SOURCE                                                                       0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                      0          3
RELAX_NOTHING                                                                              0          3
DERIVE_PTR_ARITH                                                                           0          1
DUMMY_DERIVER_PTR_ARITH                                                                    0          1
RELAX_ASPNET_MVC_VERSION_HEADER                                                            0          1
RELAX_DATAFLOW_PRIMITIVES                                                                  0          1
RELAX_TAINT                                                                                0          1
RELAX_STRING_SIZE_RETURN                                                                   0          1
RELAX_STRING_SIZE_SANITIZE                                                                 0          1
RELAX_STRING_SIZE_SINK                                                                     0          1
RELAX_STRING_SIZE_SINK_VARARG                                                              0          1
RELAX_STRING_NULL_TAINT                                                                    0          1
RELAX_STRING_NULL_SINK                                                                     0          1
RELAX_STRING_NULL_SINK_VARARG                                                              0          1
RELAX_STRING_OVERFLOW                                                                      0          1
RELAX_USER_POINTER                                                                         0          1
RELAX_CRYPTO_PRIMITIVES                                                                    0          1
DERIVE_DYNAMIC_MAP_RW_MODELS                                                               0          1
RELAX_AUTHZ                                                                                0          1
RELAX_CSRF                                                                                 0          1
RELAX_BAD_CERT_VERIFICATION                                                                0          1
RELAX_ANDROID_MISSING_PERMISSION                                                           0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                              0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                              0          1
RELAX_INSECURE_COMMUNICATION                                                               0          1
DUMMY_DERIVER_SECURITY                                                                     0          1
RELAX_PARAM_NAMES                                                                          0          1
RELAX_BENIGN_CLOSURE                                                                       0          1
RELAX_SIDE_EFFECT_FREE                                                                     0          1
SEALED_METHOD                                                                              0          1
RELAX_ANDROID_PERMISSIONS                                                                  0          1
DUMMY_DERIVER_STACK_USE                                                                    0          1
RELAX_UNINIT                                                                               2          1
RELAX_UNINIT_ALLOC                                                                         0          1
DUMMY_DERIVER_UNINIT                                                                       0          1
RELAX_UNCAUGHT_EXCEPT                                                                      0          1
DUMMY_DERIVER_EXCEPTIONS                                                                   0          1
RELAX_GLOBAL_INIT_ORDER_SOURCE                                                             0          1
DUMMY_DERIVER_FLOW_INSENSITIVE                                                             0          1
CHECKED_RETURN_STAT                                                                        0          3
CALL_SUPER_STAT                                                                            0          1
BAD_EQ_STAT                                                                                0          1
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                           0          1
IDENTIFIER_TYPO_STAT                                                                       0          3
NON_STATIC_GUARDING_STATIC_STAT                                                            0          1
VOLATILE_ATOMICITY_STAT                                                                    0          1
DTOR_EMPTINESS_STAT                                                                        0          1
MOVE_ASSIGN_STAT                                                                           0          1
UNIQUE_SYMBOL_CHECKER                                                                      0          1
UNIQUE_SYMBOL_PREV_PASS_FUNCTION_ODR_HASH_GATHERER                                         0          1
BUILD_SINK_TYPE_GRAPH                                                                      0          1
DERIVE_EL_BEAN_RW                                                                          0          1
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                             0          1
RELAX_CSRF_FILTERS                                                                         0          1
WEBFORMS_DOM                                                                               0          1
RAZOR_SECTIONS                                                                             0          1
BUILD_STRING_GRAPH                                                                         0          1
AUTHZ_STAT                                                                                 0          1
CSRF_STAT                                                                                  0          1
URL_MANIPULATION                                                                           0          3
ANDROID_CAPABILITY_LEAK                                                                    0          1
__CSRF_JAVA_CSHARP                                                                         0          1
__MISSING_AUTHZ_JAVA_CSHARP                                                                0          1
__XSS_STRING_GRAPH                                                                         0          1
DATAFLOW_CALLGRAPH_CHECKER                                                              1044      14557
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                                   761      10665
__REGEX_INJECTION_BUDA                                                                     2      10668
__REGEX_INJECTION_BUDA_PYTHON                                                              0          1
__HEADER_INJECTION_JS                                                                      3      10668
__COOKIE_INJECTION_BUDA_JS                                                                 6      10668
__COOKIE_INJECTION_BUDA_PYTHON                                                             0          1
__PATH_MANIPULATION_BUDA_JS                                                                5      10668
__PATH_MANIPULATION_BUDA_NONJS                                                             0          1
__OS_CMD_INJECTION_BUDA                                                                    0          1
__OS_CMD_INJECTION_BUDA.TANDEM                                                             4      10668
__SCRIPT_CODE_INJECTION_BUDA_JS                                                            0      10668
__SCRIPT_CODE_INJECTION_BUDA_NONJS                                                         0          1
__NOSQL_QUERY_INJECTION_BUDA                                                               0          1
__NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                        9      10668
DOM_XSS                                                                                    4      10668
LOCALSTORAGE_MANIPULATION                                                                  8      10668
SESSIONSTORAGE_MANIPULATION                                                                5      10668
__URL_MANIPULATION_BUDA_DYNAMICS_JS                                                        5      10668
__URL_MANIPULATION_BUDA_DYNAMICS_NOJS                                                      0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                                 11      10668
CSS_INJECTION                                                                             11      10668
__XSS_BUDA                                                                                 0          1
__XSS_BUDA.TANDEM                                                                          3      10668
ANGULAR_EXPRESSION_INJECTION                                                              10      10668
__UNSAFE_DESERIALIZATION_BUDA                                                              0          1
__UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                       2      10668
__TEMPLATE_INJECTION_BUDA_JS                                                               3      10668
__TEMPLATE_INJECTION_BUDA_PYTHON                                                           0          1
__HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                      6      10665
__HEADER_INJECTION_BUDA                                                                    0          1
__OPEN_REDIRECT_BUDA_DYNAMICS                                                              9      10665
UNCHECKED_ORIGIN                                                                           4      10665
UNRESTRICTED_MESSAGE_TARGET                                                                8      10665
__SQLI_BUDA_DYNAMICS                                                                      19      10665
MISSING_IFRAME_SANDBOX                                                                     5      10665
__SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                       35      10665
__CSRF_BUDA                                                                                1      10665
__RISKY_CRYPTO_BUDA                                                                        5      10665
__INSECURE_RANDOM_BUDA_DYNAMICS                                                            4      10665
__INSECURE_SALT_BUDA                                                                       1      10665
__INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                       5      10665
__MISSING_AUTHZ_BUDA_STATS                                                                 2      10665
__XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                        3      10665
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                          0          3
__MISSING_AUTHZ_BUDA                                                                      16      21327
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                        0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS                                             0          1
EL_INJECTION                                                                               0          2
__HEADER_INJECTION_STATICS                                                                 0          2
JAVA_CODE_INJECTION                                                                        0          2
JCR_INJECTION                                                                              0          2
JSP_DYNAMIC_INCLUDE                                                                        0          2
JSP_SQL_INJECTION                                                                          0          2
LDAP_INJECTION                                                                             0          2
__NOSQL_QUERY_INJECTION_STATICS                                                            0          2
OGNL_INJECTION                                                                             0          2
__REGEX_INJECTION_STATICS                                                                  0          2
__SCRIPT_CODE_INJECTION_STATICS                                                            0          2
__SESSION_FIXATION_STATICS                                                                 0          2
__SESSION_FIXATION_STATICS_GO                                                              0          1
TRUST_BOUNDARY_VIOLATION                                                                   0          2
UNKNOWN_LANGUAGE_INJECTION                                                                 0          2
UNRESTRICTED_DISPATCH                                                                      0          2
__UNSAFE_DESERIALIZATION_STATICS                                                           0          2
__UNSAFE_JNI_STATICS                                                                       0          2
UNSAFE_NAMED_QUERY                                                                         0          2
__XPATH_INJECTION_STATICS                                                                  0          2
__XPATH_INJECTION_STATICS_JAVA                                                             0          2
__UNSAFE_REFLECTION_STATICS                                                                0          2
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                               0          2
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                         0          2
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                     0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                         0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                        0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                        0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                0          2
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                           0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                          0          2
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                       0          1
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                           0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                        0          1
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                     0          2
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                  0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS                                                          0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                          0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                                     0          1
__INSECURE_RANDOM_BUDA_STATICS                                                             0          2
__WEAK_GUARD_BUDA_STATICS                                                                  0          1
__OPEN_REDIRECT_BUDA_STATICS                                                               0          1
__OS_CMD_INJECTION_BUDA_STATICS                                                            0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                                     0          2
__PATH_MANIPULATION_BUDA_STATICS                                                           0          1
__RISKY_CRYPTO_BUDA_STATICS                                                                0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                                         0          1
__SQLI_BUDA_STATICS                                                                        0          1
__SQLI_BUDA_STATICS_GO                                                                     0          1
__TAINT_ASSERT_BUDA_STATICS                                                                0          2
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                                     0          1
__URL_MANIPULATION_BUDA_STATICS                                                            0          2
__INSUFFICIENT_LOGGING_BUDA_STATICS                                                        0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                                            0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                                   0          2
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA                                                 0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS_WORMHOLING                                  0          1
EL_INJECTION_WORMHOLING                                                                    0          2
__HEADER_INJECTION_STATICS_WORMHOLING                                                      0          2
JAVA_CODE_INJECTION_WORMHOLING                                                             0          2
JCR_INJECTION_WORMHOLING                                                                   0          2
JSP_DYNAMIC_INCLUDE_WORMHOLING                                                             0          2
JSP_SQL_INJECTION_WORMHOLING                                                               0          2
LDAP_INJECTION_WORMHOLING                                                                  0          2
__NOSQL_QUERY_INJECTION_STATICS_WORMHOLING                                                 0          2
OGNL_INJECTION_WORMHOLING                                                                  0          2
__REGEX_INJECTION_STATICS_WORMHOLING                                                       0          2
__SCRIPT_CODE_INJECTION_STATICS_WORMHOLING                                                 0          2
__SESSION_FIXATION_STATICS_WORMHOLING                                                      0          2
__SESSION_FIXATION_STATICS_GO_WORMHOLING                                                   0          1
TRUST_BOUNDARY_VIOLATION_WORMHOLING                                                        0          2
UNKNOWN_LANGUAGE_INJECTION_WORMHOLING                                                      0          2
UNRESTRICTED_DISPATCH_WORMHOLING                                                           0          2
__UNSAFE_DESERIALIZATION_STATICS_WORMHOLING                                                0          2
__UNSAFE_JNI_STATICS_WORMHOLING                                                            0          2
UNSAFE_NAMED_QUERY_WORMHOLING                                                              0          2
__XPATH_INJECTION_STATICS_WORMHOLING                                                       0          2
__XPATH_INJECTION_STATICS_JAVA_WORMHOLING                                                  0          2
__UNSAFE_REFLECTION_STATICS_WORMHOLING                                                     0          2
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS_WORMHOLING                                    0          2
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                              0          2
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                          0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                              0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING             0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                             0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                     0          2
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                               0          2
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                            0          1
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO_WORMHOLING                             0          1
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                          0          2
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO_WORMHOLING                       0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS_WORMHOLING                                               0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                               0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET_WORMHOLING                                          0          1
__INSECURE_RANDOM_BUDA_STATICS_WORMHOLING                                                  0          2
__WEAK_GUARD_BUDA_STATICS_WORMHOLING                                                       0          1
__OPEN_REDIRECT_BUDA_STATICS_WORMHOLING                                                    0          1
__OS_CMD_INJECTION_BUDA_STATICS_WORMHOLING                                                 0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM_WORMHOLING                                          0          2
__PATH_MANIPULATION_BUDA_STATICS_WORMHOLING                                                0          1
__RISKY_CRYPTO_BUDA_STATICS_WORMHOLING                                                     0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS_WORMHOLING                                              0          1
__SQLI_BUDA_STATICS_WORMHOLING                                                             0          1
__SQLI_BUDA_STATICS_GO_WORMHOLING                                                          0          1
__TAINT_ASSERT_BUDA_STATICS_WORMHOLING                                                     0          2
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                          0          1
__URL_MANIPULATION_BUDA_STATICS_WORMHOLING                                                 0          2
__INSUFFICIENT_LOGGING_BUDA_STATICS_WORMHOLING                                             0          1
__MOBILE_ID_MISUSE_BUDA_STATICS_WORMHOLING                                                 0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS_WORMHOLING                                        0          2
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA_WORMHOLING                                      0          1
BAD_OVERRIDE                                                                               0          1
MISSING_MOVE_ASSIGNMENT                                                                    0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                                       0          3
CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                                       0          3
CONFIG.DEAD_AUTHORIZATION_RULE                                                             0          3
__CONFIG.ENABLED_DEBUG_MODE_DOTNET                                                         0          3
CONFIG.ENABLED_TRACE_MODE                                                                  0          3
CONFIG.ASP_VIEWSTATE_MAC                                                                   0          3
CONFIG.DYNAMIC_DATA_HTML_COMMENT                                                           0          1
SEALED_JAR_ESCAPE                                                                          0          1
GLOBAL_INIT_ORDER                                                                          0          1
UNCAUGHT_EXCEPT                                                                            0          1
__BAD_CERT_VERIFICATION_BRAKEMAN                                                           0          1
DENY_LIST_FOR_AUTHN                                                                        0          1
COOKIE_SERIALIZER_CONFIG                                                                   0          1
__CSRF_BRAKEMAN                                                                            0          1
__DIVIDE_BY_ZERO_BRAKEMAN                                                                  0          1
DYNAMIC_OBJECT_ATTRIBUTES                                                                  0          1
__HARDCODED_CREDENTIALS_BRAKEMAN                                                           0          1
__OPEN_REDIRECT_BRAKEMAN                                                                   0          1
__OS_CMD_INJECTION_BRAKEMAN                                                                0          1
__PATH_MANIPULATION_BRAKEMAN                                                               0          1
RAILS_DEFAULT_ROUTES                                                                       0          1
RAILS_DEVISE_CONFIG                                                                        0          1
RAILS_MISSING_FILTER_ACTION                                                                0          1
__REGEX_INJECTION_BRAKEMAN                                                                 0          1
REGEX_MISSING_ANCHOR                                                                       0          1
__RESOURCE_LEAK_BRAKEMAN                                                                   0          1
__REVERSE_TABNABBING_BRAKEMAN                                                              0          1
RUBY_VULNERABLE_LIBRARY                                                                    0          1
__SCRIPT_CODE_INJECTION_BRAKEMAN                                                           0          1
__SENSITIVE_DATA_LEAK_BRAKEMAN                                                             0          1
SESSION_MANIPULATION                                                                       0          1
__SQLI_BRAKEMAN                                                                            0          1
STRICT_TRANSPORT_SECURITY                                                                  0          1
__TEMPLATE_INJECTION_BRAKEMAN                                                              0          1
__UNSAFE_BASIC_AUTH_BRAKEMAN                                                               0          1
__UNSAFE_DESERIALIZATION_BRAKEMAN                                                          0          1
__UNSAFE_REFLECTION_BRAKEMAN                                                               0          1
UNSAFE_SESSION_SETTING                                                                     0          1
__WEAK_PASSWORD_HASH_BRAKEMAN                                                              0          1
__XSS_BRAKEMAN                                                                             0          1
END_OF_LIFE_RAILS                                                                          0          1
END_OF_LIFE_RUBY                                                                           0          1
ANONYMOUS_DB_CONNECTION                                                                    0          1
SOCKET_ACCEPT_ALL_ORIGINS                                                                  0          1
SECURE_TEMP                                                                                0          1
INSECURE_NETWORK_BIND                                                                      0          1
INSECURE_COMMUNICATION                                                                     0          1
BAD_CERT_VERIFICATION                                                                      0          3
WEAK_PASSWORD_HASH                                                                         0          1
HARDCODED_CREDENTIALS                                                                      0          3
WEAK_GUARD                                                                                 0          1
XSS                                                                                        0          3
SQLI                                                                                       0          3
PATH_MANIPULATION                                                                          0          3
OPEN_REDIRECT                                                                              0          3
OS_CMD_INJECTION                                                                           0          3
UNENCRYPTED_SENSITIVE_DATA                                                                 0          1
COOKIE_INJECTION                                                                           0          3
HEADER_INJECTION                                                                           0          3
REGEX_INJECTION                                                                            0          3
SESSION_FIXATION                                                                           0          1
NOSQL_QUERY_INJECTION                                                                      0          3
SCRIPT_CODE_INJECTION                                                                      0          3
SENSITIVE_DATA_LEAK                                                                        0          3
INSECURE_COOKIE                                                                            0          1
CONFIG.COOKIE_SIGNING_DISABLED                                                             0          1
RISKY_CRYPTO                                                                               0          3
TAINT_ASSERT                                                                               0          1
UNRESTRICTED_ACCESS_TO_FILE                                                                0          1
TEMPLATE_INJECTION                                                                         0          3
MISSING_AUTHZ                                                                              0          3
UNSAFE_DESERIALIZATION                                                                     0          3
UNSAFE_REFLECTION                                                                          0          1
INSECURE_RANDOM                                                                            0          3
INSECURE_SALT                                                                              0          3
XPATH_INJECTION                                                                            0          1
INSUFFICIENT_LOGGING                                                                       0          3
XML_EXTERNAL_ENTITY                                                                        0          3
TAINTED_ENVIRONMENT_WITH_EXECUTION                                                         0          3
MOBILE_ID_MISUSE                                                                           0          1
REVERSE_TABNABBING                                                                         0          1
CONFIG.UNSAFE_SESSION_TIMEOUT                                                              0          3
CORS_MISCONFIGURATION                                                                      0          1
CORS_MISCONFIGURATION_AUDIT                                                                0          1
CONFIG.ENABLED_DEBUG_MODE                                                                  0          3
JSONWEBTOKEN_UNTRUSTED_DECODE                                                              0          1
UNSAFE_JNI                                                                                 0          1
UNSAFE_BASIC_AUTH                                                                          0          1
EXPOSED_DIRECTORY_LISTING                                                                  0          1
OAUTH2_MISCONFIGURATION                                                                    0          1
UNSAFE_FUNCTIONALITY                                                                       0          1
UNSAFE_XML_PARSE_CONFIG                                                                    0          1
parseBuiltinCheckers                                                                     121          1
sequential initialization                                                               1434          1
Looking for translation units                                                              6          1
Computing links for translation units                                                    490          1
xfer symbol cache                                                                         24          1
Deduplication                                                                             11          1
FirstSourceFiles                                                                           5          1
Computing virtual overrides for structural subtyping                                       0          1
Computing virtual overrides                                                                0          1
Framework Analyzer                                                                       249          1
directive resolution pre-pass: master                                                     12          2
Computing callgraph                                                                      392          1
Topologically sorting functions                                                           10          1
run_sigma                                                                               5191          1
Computing node costs                                                                      53          1
Analysis run                                                                           56363          1
loadFromEmit                                                                           17438      44596
callgraph metrics                                                                        159          1
finish_jshint                                                                              0          1
finish_detekt                                                                              0          1
finish_pmd                                                                                 0          1
outputAnnotationsInfoAndDeviationWarnings                                                  0          1
